,SME_offers,SME,Social_clause,G_clause,G_criterion,G_weight,Price_weight,Award_price,Legal_status,Departement,Procedure_type,CPV,Framework,Advertising,Id_contract,Allotment,Month,Contract_type,SME_ratio,Other_offers,SIREN,Participation
761398,1.0,1,0,1,0,0.0,100.0,13.081541382884074,73,17,open,03220000,1,53.0,22-112944,1,2022_August,Supplies,0.5,1.0,241700624,1
761422,1.0,0,0,1,0,0.0,100.0,13.398782257577398,73,17,open,03311000,1,53.0,22-112944,1,2022_August,Supplies,0.5,1.0,241700624,1
761401,1.0,1,0,1,0,0.0,100.0,12.748396936355535,73,17,open,03220000,1,53.0,22-112944,1,2022_August,Supplies,0.5,1.0,241700624,1
761415,1.0,1,0,1,0,0.0,100.0,10.586584397242571,73,17,open,03220000,1,53.0,22-112944,1,2022_August,Supplies,0.5,1.0,241700624,1
761418,1.0,1,0,1,0,0.0,100.0,10.578470762468402,73,17,open,03220000,1,53.0,22-112944,1,2022_August,Supplies,0.5,1.0,241700624,1
761407,1.0,1,0,1,0,0.0,100.0,12.296644343714561,73,17,open,15500000,1,53.0,22-112944,1,2022_August,Supplies,0.5,1.0,241700624,1
761421,1.0,0,0,1,0,0.0,100.0,13.401206501188906,73,17,open,15100000,1,53.0,22-112944,1,2022_August,Supplies,0.5,1.0,241700624,1
1120609,0.0,0,0,0,0,0.0,60.0,16.077273656438063,73,05,open,34928100,1,32.0,22-112973,0,2022_August,Supplies,0.0,3.0,200045789,0
978034,1.0,1,0,0,0,0.0,40.0,12.89921982609012,72,86,open,71351810,1,29.0,22-113102,1,2022_August,Services,0.5,1.0,228600011,1
978035,1.0,1,0,0,0,0.0,40.0,12.89921982609012,72,86,open,71351810,1,29.0,22-113102,1,2022_August,Services,0.5,1.0,228600011,1
787720,0.0,0,0,0,0,0.0,60.0,13.304865717855932,72,84,open,60130000,1,26.0,22-113241,0,2022_September,Services,0.0,3.0,218400034,0
452201,2.0,1,0,0,0,0.0,100.0,16.18414918014143,73,77,negotiated,92610000,0,25.0,22-113266,0,2022_August,Services,0.5,2.0,247700339,1
978032,2.0,0,0,0,0,0.0,60.0,13.997832114758229,72,86,open,71332000,1,31.0,22-113295,1,2022_August,Services,0.5,2.0,228600011,1
978033,1.0,0,0,0,0,0.0,60.0,13.997832114758229,72,86,open,71900000,1,31.0,22-113295,1,2022_August,Services,0.5,1.0,228600011,1
99119,3.0,1,0,0,0,0.0,25.0,11.1351727954286,92,75,open,79310000,0,29.0,22-113332,0,2022_August,Services,0.75,1.0,851296632,1
589400,0.0,0,0,1,0,0.0,40.0,13.997832114758229,72,38,open,90500000,1,30.0,22-113367,1,2022_August,Services,0.0,3.0,223800012,0
218638,1.0,1,0,0,0,0.0,40.0,12.793859310432293,72,92,open,37400000,0,38.0,22-113496,1,2022_August,Supplies,0.5,1.0,219200508,1
218640,3.0,0,0,0,0,0.0,40.0,12.206072645530174,72,92,open,37400000,0,38.0,22-113496,1,2022_August,Supplies,0.75,1.0,219200508,1
710920,1.0,0,0,0,0,0.0,45.0,10.790658385836432,72,74,open,71241000,0,31.0,22-113805,0,2022_August,Services,0.3333333333333333,2.0,227400017,1
